commodity,equity,correlation,z_score_corr,lag1,lag3,lag5,lag10,lag20
Copper,Fortuna,0.22546554809409627,0.2118566914937912,-0.024684003014102427,-0.0025983188197464912,-0.0013171163989267776,0.014853417268227243,0.0035350790598769623
Platinum,Marathon,0.22398187030919922,0.18155154960168898,-0.0003070622984154863,0.020060434623250207,-0.017619192228946742,0.0012861003846071817,-0.021797980562003782
Copper,Kinross,0.22094671789514872,0.20049700176483093,-0.007191999815861347,0.01967288713420424,-0.029346378889035178,0.015325219956762734,0.011672285936318003
Palladium,Exxon,0.22069240496098522,0.19412318956842284,0.04449778584145983,-0.031437148072144386,0.011794798318217038,0.015660096238375543,-4.3326300721570894e-05
WTI_Oil,Hecla,0.22066437866877353,0.21084448222215366,6.0006679289583304e-05,0.006974428686258745,-0.004225032227132329,0.01307119106161387,-0.027651775410528108
Copper,SPDR_Gold_ETF,0.21573112461343505,0.20082425945945448,0.0005658107387388813,0.011840993389066712,-0.01349028313195402,0.011843059095751875,0.02213977199886075
Brent_Oil,Hecla,0.2147737160227744,0.1979518245311076,0.0051713172641966055,0.007185383691407364,-0.009593604636815295,-0.0041754953189735875,-0.0266997182096894
Palladium,Chevron,0.2080201963077519,0.1831905952140724,0.06889439059754279,0.028921464554332622,0.010578117634573071,0.030569760492181033,0.008616153484521712
WTI_Oil,PanAmerican,0.2044780990839548,0.1918442098424122,0.0024097816133988137,0.03363903749489761,-0.011352725118116946,0.023069979238622022,-0.0035641998226643495
Platinum,Phillips66,0.2044103109776396,0.17713114983064415,-0.013690018700139025,-0.001499788483155943,-0.011814010866684824,0.02446547563324364,0.00803782178043554
Palladium,ConocoPhillips,0.20193250295432288,0.18372702227457086,0.029309580377554545,0.000256299999196704,0.004692623743732251,0.02559946445798815,0.014055640924606596
Palladium,Schlumberger,0.20104482651781774,0.1853828118139561,0.036476583762836357,0.0008129598327733672,-0.015051018076895288,0.026523454374240044,-0.005309224886941151
Brent_Oil,Coeur,0.19940154246864306,0.18264389412674703,0.0032814502006847618,0.01370294578929232,-0.005596992807775319,0.038402229329545255,-0.030969154209560763
Aluminum,ConocoPhillips,0.19681457894602378,0.18922704440301927,0.007091746150074213,0.005820302483329693,0.011889778776040862,-0.027535537022791986,-0.0023201830017888694
Brent_Oil,PanAmerican,0.19594083186535644,0.17883642479902592,0.016140006452519916,0.03361758149490853,-0.011688828870119983,0.015015972752244013,-0.006672833016879044
Platinum,Valero,0.1925953535590193,0.16357464242990602,-0.0007654427994396825,-0.0024544196160627596,-0.009805118459661517,-0.0074205906894130305,-0.012327051003405264
Aluminum,Exxon,0.19139424758464868,0.17406994970124381,0.014773919870759088,0.0003177003365066289,0.019636363711798936,-0.016609739030028794,-0.001506821620725613
WTI_Oil,Coeur,0.19064671955160564,0.1861574692799538,-0.032204273154449695,0.02775361012320041,-0.0025695111014704987,0.05403555583286438,-0.04125239745710142
Palladium,Marathon,0.18942549267628594,0.15937771996723568,0.06829340021403714,-0.0008361328363958751,-0.04500276345162502,-0.01689009574504953,-0.002013411187515871
Aluminum,Schlumberger,0.17877582191419783,0.1723107156600032,0.015935796262087056,0.021028384049191846,-0.004689077505535166,-0.03594205327189441,-0.005048272176610017
Gold,SouthernCopper,0.17799952701455157,0.18157173118237452,0.019861319938115934,-0.0023299817683819306,0.0042071227104246685,-0.0018057637144049767,-0.02848656697051736
Silver,Chevron,0.1779658590851779,0.1598647857865254,0.0668614523086911,0.012304711012271876,-0.008422372004432632,-0.020085653690454515,-0.0021603515544885714
Gold,BHP,0.17731241939453204,0.16848325453979945,0.010023301441128559,-0.004366462112049413,-0.00719766470263438,0.008063811404683556,-0.016344146821361233
Gasoline,Hecla,0.17723288257645994,0.1666056945714285,-0.055838489814950695,-0.03425971976447864,-0.007427422809364585,-0.013001773712499196,-0.060604975435346785
Gasoline,Coeur,0.17541010203176577,0.16194617877679468,-0.05321869103805801,-0.023748883191499495,-0.015424462276682703,0.017172435275624384,-0.03039312885906102
Aluminum,Hecla,0.17496154098219974,0.15084182227213447,-0.022505324855495935,-0.004146127481981794,-0.0023424246000981084,-0.004635198858166316,-0.04014622035016053
Aluminum,PanAmerican,0.17407152455654706,0.1616827561228262,-0.02695110081891464,-0.004611980256568636,-0.004511048679905296,-0.005616876885580695,-0.032445491778401406
Brent_Oil,FirstMajestic,0.16668902437105734,0.15898069517388427,-0.0054184366897123025,0.030964729664241908,-0.014931002186806852,0.01182602024276489,-0.016116586789964953
Aluminum,Chevron,0.16657004583012494,0.157235928053665,0.005931336507195224,0.011909145950397621,0.02189382721986453,-0.027331175966631767,-0.0048384546162613595
WTI_Oil,Fortuna,0.16521640945698915,0.16107795297663105,-0.010528372601081965,0.045746668818172236,-0.004561843684717849,0.036261829828992766,-0.0140329865168221
Brent_Oil,Fortuna,0.16410081054767237,0.15082177474937672,-0.002233953666491493,0.041697950903148845,-0.016482245170389168,0.025140819140720045,-0.012981731566195549
WTI_Oil,FirstMajestic,0.16405864513010762,0.16653009229214571,-0.013749518575065813,0.03669054087747748,-0.01626435648827829,0.01957649607490666,-0.018993298779155607
Palladium,Phillips66,0.16226024101065809,0.14586354976405336,0.04215288450037099,-0.02599421485938767,-0.04950508650749188,0.007879114864512328,-0.007002518210527974
Palladium,Valero,0.16033124608231927,0.1399640612637736,0.07165298297061347,-0.017837293156435008,-0.04014091447014132,-0.009448319855491594,-0.00430360144770216
Brent_Oil,Endeavour,0.15926610801191396,0.14877135221165017,-0.011044937135313192,0.028711497650868265,-0.0017517566797282647,-0.002330680051707692,0.0029283633140696303
Aluminum,Endeavour,0.15827794802204467,0.14380624864136368,-0.036057723584176464,0.009407607323085135,0.008781459545026961,0.003962167123582125,-0.020373115840917628
Aluminum,MAGSilver,0.1578554493852286,0.14934502019968465,-0.03518472928960082,0.012462363457457094,-0.02595563462809416,-0.0033251214445875624,-0.009953599993836569
Aluminum,Phillips66,0.1576692922691369,0.15719081193416257,-0.0034538451631924423,0.004571542405319381,-0.017608497807596504,-0.02110112092012691,0.0001616059844238973
Gold,Freeport,0.15679789804204658,0.14922342056194096,0.0131881620828134,-0.01700309135392596,-0.0007891463634904993,0.008772592160165947,-0.020091532488819258
WTI_Oil,Endeavour,0.15646972877573856,0.1573747040143409,-0.01807528023056158,0.02750790065672643,-0.004856994402321153,0.014830426690597408,0.00403534207553613
WTI_Oil,Agnico,0.15602036555572318,0.13882212030644508,-0.002979678736046676,0.025916162565694893,-0.02404476472579169,0.0386939890467202,-0.025564063869704026
Aluminum,Wheaton,0.153509136758959,0.13601815778628912,-0.039678913153466236,-0.0022846411750483955,0.0025616404563152035,-0.008334685281824891,-0.017640881553260282
Brent_Oil,MAGSilver,0.1518688774547785,0.14703966079882178,-0.0012073591262974457,0.05219354593758663,-0.03300061859309639,0.025962159180061287,-0.006865549965619239
Gold,RioTinto,0.15142563516166127,0.14240587999154597,0.024278253265017678,0.007647661857474933,0.0012016128961171084,-0.021518018065723798,-0.0143390255732952
Brent_Oil,Newmont,0.15092749369962702,0.1362165608440653,0.03156456926127967,0.02318203201268807,-0.0035578737790951296,0.02074408536271276,-0.029895314548930917
Aluminum,FirstMajestic,0.14979885712439137,0.13574751384339423,-0.03567965010531746,-0.009785675564737206,-0.012383259765460914,0.0005126334898216475,-0.03428013679982229
Brent_Oil,Kinross,0.1494798016733814,0.13638603089724646,-0.006115239092975529,0.02442933861510826,-0.037441409567331385,0.0024770382118424923,-0.01333797432111419
Gasoline,PanAmerican,0.14772443100521193,0.1480836610329571,-0.04067622965541935,-0.006721133347477383,0.010891697507459691,-0.0023148094452464453,-0.04543686064751858
Silver,ConocoPhillips,0.14662645541298594,0.13754201853176629,0.011645760487245775,-0.018381360247112784,-0.008145292746703921,-0.004418669106156942,0.0009319489180568793
WTI_Oil,Kinross,0.1464969210344134,0.14073679841419282,-0.004947680081072653,0.01895982100139563,-0.040763458130473634,0.013258726419207443,-0.018097216065022407
Silver,Schlumberger,0.14544376189763242,0.1378298050931465,0.033465560457172756,-0.005634397584788809,-0.017750283257676185,0.004442356548068404,0.026344619944142042
Aluminum,Fortuna,0.14479684295536457,0.13309008164883082,-0.01855904383478784,0.010981554645567904,-0.005203779529769244,-0.0033300932280079984,-0.031176065975571987
Brent_Oil,Wheaton,0.14385737568756457,0.14043061890544759,0.01581230465674348,0.03712725257496165,-0.003188694733868567,0.004085397303389536,0.0023530211265244357
Silver,Exxon,0.14323425367252302,0.1376616285595508,0.032106282803929846,-0.018243652763697014,0.0012462276825124725,-0.0038620825210343886,0.0161574224612306
Brent_Oil,Agnico,0.1416124147001741,0.1215078074901781,-0.0041014845346602855,0.01671073324399209,-0.02627457609231119,0.03064930647413252,-0.012881194757910544
